repository_owner,repository_name,file_url,total_h1,total_h2,total_h3,total_h4,total_h5,total_h6,median_h2_under_h1,median_h3_under_h1,median_h4_under_h1,median_h5_under_h1,median_h6_under_h1,median_h3_under_h2,median_h4_under_h2,median_h5_under_h2,median_h6_under_h2,median_h4_under_h3,median_h5_under_h3,median_h6_under_h3,median_h5_under_h4,median_h6_under_h4,median_h6_under_h5,avg_loc_h1,median_loc_h1,avg_loc_h2,median_loc_h2,avg_loc_h3,median_loc_h3,avg_loc_h4,median_loc_h4,avg_loc_h5,median_loc_h5,avg_loc_h6,median_loc_h6
equalizedigital,accessibility-checker,https://github.com/equalizedigital/accessibility-checker/blob/main/.github/copilot-instructions.md,1,17,34,3,0,0,17.0,34.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,253.0,13.882352941176471,11.0,4.294117647058823,4.0,5.333333333333333,6.0,0.0,0.0,0.0,0.0
coder13,Competitor-groups,https://github.com/coder13/Competitor-groups/blob/main/.github/copilot-instructions.md,1,10,10,0,0,0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,8.8,7.5,5.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0
bitbound,ControlR,https://github.com/bitbound/ControlR/blob/main/.github/copilot-instructions.md,1,7,24,0,0,0,7.0,24.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,146.0,19.714285714285715,14.0,4.416666666666667,4.0,0.0,0.0,0.0,0.0,0.0,0.0
tcheeric,nostr-java,https://github.com/tcheeric/nostr-java/blob/main/.github/copilot-instructions.md,1,2,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,95.0,46.5,46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
projectcalico,calico,https://github.com/projectcalico/calico/blob/master/.github/copilot-instructions.md,1,7,18,5,2,0,7.0,18.0,5.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,112.0,15.0,12.0,4.388888888888889,4.0,4.2,0.0,7.0,7.0,0.0,0.0
Vaiz,rust-mcp-server,https://github.com/Vaiz/rust-mcp-server/blob/master/.github/copilot-instructions.md,1,5,4,0,0,0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,8.8,5.0,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Vaiz,nfs3,https://github.com/Vaiz/nfs3/blob/main/.github/copilot-instructions.md,1,5,10,3,0,0,5.0,10.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,13.4,11.0,5.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0
igraph,igraph,https://github.com/igraph/igraph/blob/main/.github/copilot-instructions.md,1,7,0,0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,7.571428571428571,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jacwu,github-materials,https://github.com/jacwu/github-materials/blob/main/.github/copilot-instructions.md,1,3,1,0,0,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,5.666666666666667,4.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
raffertyuy,github-copilot-prompts,https://github.com/raffertyuy/github-copilot-prompts/blob/main/.github/copilot-instructions.md,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CallMeGreg,gh-language,https://github.com/CallMeGreg/gh-language/blob/main/.github/copilot-instructions.md,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a16z,halmos,https://github.com/a16z/halmos/blob/main/.github/copilot-instructions.md,1,2,20,0,0,0,2.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,22.0,22.0,1.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
tecnomanu,agent-rules-kit,https://github.com/tecnomanu/agent-rules-kit/blob/main/.github/copilot-instructions.md,9,25,5,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.11111111111111,24.0,5.68,5.0,7.8,6.0,0.0,0.0,0.0,0.0,0.0,0.0
srbhr,Resume-Matcher,https://github.com/srbhr/Resume-Matcher/blob/main/.github/copilot-instructions.md,1,13,30,0,0,0,13.0,30.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,171.0,12.153846153846153,11.0,3.7333333333333334,4.0,0.0,0.0,0.0,0.0,0.0,0.0
ydb-platform,ydb-embedded-ui,https://github.com/ydb-platform/ydb-embedded-ui/blob/main/.github/copilot-instructions.md,2,10,16,0,0,0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,9.5,3.5,3.3125,3.5,0.0,0.0,0.0,0.0,0.0,0.0
alphaonelabs,alphaonelabs-education-website,https://github.com/alphaonelabs/alphaonelabs-education-website/blob/main/.github/copilot-instructions.md,1,1,9,13,0,0,1.0,9.0,13.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,112.0,111.0,111.0,11.222222222222221,8.0,4.3076923076923075,4.0,0.0,0.0,0.0,0.0
Aiko-IT-Systems,DisCatSharp,https://github.com/Aiko-IT-Systems/DisCatSharp/blob/main/.github/copilot-instructions.md,1,10,1,0,0,0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,5.7,4.5,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
nyaruka,floweditor,https://github.com/nyaruka/floweditor/blob/main/.github/copilot-instructions.md,1,11,16,0,0,0,11.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,95.0,7.636363636363637,7.0,2.9375,2.0,0.0,0.0,0.0,0.0,0.0,0.0
goplus,llcppg,https://github.com/goplus/llcppg/blob/main/.github/copilot-instructions.md,1,5,17,0,0,0,5.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,113.0,21.4,20.0,5.294117647058823,5.0,0.0,0.0,0.0,0.0,0.0,0.0
thrasher-,gocryptotrader,https://github.com/thrasher-/gocryptotrader/blob/master/.github/copilot-instructions.md,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stellar,stellar-core,https://github.com/stellar/stellar-core/blob/master/.github/copilot-instructions.md,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stellar,stellar-cli,https://github.com/stellar/stellar-cli/blob/main/.github/copilot-instructions.md,1,5,9,0,0,0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,10.2,5.0,3.111111111111111,3.0,0.0,0.0,0.0,0.0,0.0,0.0
stellar,rs-soroban-sdk,https://github.com/stellar/rs-soroban-sdk/blob/main/.github/copilot-instructions.md,1,5,13,0,0,0,5.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,111.0,20.8,11.0,6.461538461538462,5.0,0.0,0.0,0.0,0.0,0.0,0.0
numbersprotocol,capture-lite,https://github.com/numbersprotocol/capture-lite/blob/main/.github/copilot-instructions.md,1,10,10,0,0,0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,7.4,4.5,3.2,4.5,0.0,0.0,0.0,0.0,0.0,0.0
langchain-ai,langchain,https://github.com/langchain-ai/langchain/blob/master/.github/copilot-instructions.md,1,5,11,0,0,0,5.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,19.0,9.0,6.090909090909091,8.0,0.0,0.0,0.0,0.0,0.0,0.0
autumn-library,autumn,https://github.com/autumn-library/autumn/blob/master/.github/copilot-instructions.md,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
autumn-library,workflows,https://github.com/autumn-library/workflows/blob/main/.github/copilot-instructions.md,1,7,17,0,0,0,7.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,89.0,11.428571428571429,5.0,3.2941176470588234,4.0,0.0,0.0,0.0,0.0,0.0,0.0
autumn-library,autumn-data,https://github.com/autumn-library/autumn-data/blob/master/.github/copilot-instructions.md,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
istio,istio,https://github.com/istio/istio/blob/master/.github/copilot-instructions.md,1,11,0,0,0,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,3.6363636363636362,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
camunda-community-hub,camunda-8-benchmark,https://github.com/camunda-community-hub/camunda-8-benchmark/blob/main/.github/copilot-instructions.md,1,5,15,0,0,0,5.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,14.2,11.0,3.066666666666667,4.0,0.0,0.0,0.0,0.0,0.0,0.0
martincostello,update-dotnet-sdk,https://github.com/martincostello/update-dotnet-sdk/blob/main/.github/copilot-instructions.md,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
philips-software,roslyn-analyzers,https://github.com/philips-software/roslyn-analyzers/blob/main/.github/copilot-instructions.md,1,7,22,0,0,0,7.0,22.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,125.0,16.571428571428573,16.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
tommyxchow,frosty,https://github.com/tommyxchow/frosty/blob/main/.github/copilot-instructions.md,1,7,12,0,0,0,7.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,6.571428571428571,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
elastic,kibana,https://github.com/elastic/kibana/blob/main/.github/copilot-instructions.md,1,12,17,0,0,0,12.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,197.0,15.333333333333334,13.0,7.294117647058823,5.0,0.0,0.0,0.0,0.0,0.0,0.0
elastic,terraform-provider-elasticstack,https://github.com/elastic/terraform-provider-elasticstack/blob/main/.github/copilot-instructions.md,1,12,1,0,0,0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,104.0,7.666666666666667,5.5,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Agoric,agoric-sdk,https://github.com/Agoric/agoric-sdk/blob/master/.github/copilot-instructions.md,1,3,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wp-document-revisions,wp-document-revisions,https://github.com/wp-document-revisions/wp-document-revisions/blob/main/.github/copilot-instructions.md,1,6,15,0,0,0,6.0,15.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,104.0,15.833333333333334,15.0,4.733333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0
csharpfritz,CopilotThatJawn,https://github.com/csharpfritz/CopilotThatJawn/blob/main/.github/copilot-instructions.md,1,15,23,9,0,0,15.0,23.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,245.0,15.333333333333334,11.0,7.521739130434782,5.0,4.222222222222222,4.0,0.0,0.0,0.0,0.0
nixel2007,extends,https://github.com/nixel2007/extends/blob/master/.github/copilot-instructions.md,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The-Art-of-Hacking,h4cker,https://github.com/The-Art-of-Hacking/h4cker/blob/master/.github/copilot-instructions.md,1,6,22,0,0,0,6.0,22.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,115.0,17.833333333333332,16.5,3.8636363636363638,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure,bicep-registry-modules,https://github.com/Azure/bicep-registry-modules/blob/main/.github/copilot-instructions.md,1,15,22,0,0,0,15.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,136.0,8.066666666666666,9.0,3.272727272727273,3.5,0.0,0.0,0.0,0.0,0.0,0.0
Azure,azqr,https://github.com/Azure/azqr/blob/main/.github/copilot-instructions.md,1,11,17,0,0,0,11.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,98.0,7.818181818181818,5.0,3.235294117647059,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure,azure-sdk-for-java,https://github.com/Azure/azure-sdk-for-java/blob/main/.github/copilot-instructions.md,1,10,4,0,0,0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,105.0,8.8,3.5,6.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0
Azure,aks-mcp,https://github.com/Azure/aks-mcp/blob/main/.github/copilot-instructions.md,1,9,10,0,0,0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,6.333333333333333,6.0,2.6,2.5,0.0,0.0,0.0,0.0,0.0,0.0
Azure,azure-service-operator,https://github.com/Azure/azure-service-operator/blob/main/.github/copilot-instructions.md,1,7,11,0,0,0,7.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,8.571428571428571,6.0,2.8181818181818183,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure,AzureLocal-Supportability,https://github.com/Azure/AzureLocal-Supportability/blob/main/.github/copilot-instructions.md,1,5,4,4,0,0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,87.0,16.2,5.0,13.25,6.5,8.0,6.0,0.0,0.0,0.0,0.0
Azure,azure-mcp,https://github.com/Azure/azure-mcp/blob/main/.github/copilot-instructions.md,1,2,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure,azure-sdk-for-rust,https://github.com/Azure/azure-sdk-for-rust/blob/main/.github/copilot-instructions.md,1,3,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure,adx-mon,https://github.com/Azure/adx-mon/blob/main/.github/copilot-instructions.md,1,6,15,0,0,0,6.0,15.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,91.0,14.166666666666666,9.5,3.6666666666666665,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure,telescope,https://github.com/Azure/telescope/blob/main/.github/copilot-instructions.md,1,4,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure,fleet-networking,https://github.com/Azure/fleet-networking/blob/main/.github/copilot-instructions.md,1,7,3,0,0,0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,115.0,15.285714285714286,7.0,8.666666666666666,11.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure,azure-sdk-for-cpp,https://github.com/Azure/azure-sdk-for-cpp/blob/main/.github/copilot-instructions.md,1,1,1,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure,terraform-azurerm-avm-ptn-virtualwan,https://github.com/Azure/terraform-azurerm-avm-ptn-virtualwan/blob/main/.github/copilot-instructions.md,1,13,20,0,0,0,12.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,7.461538461538462,9.0,3.05,3.5,0.0,0.0,0.0,0.0,0.0,0.0
Azure,autorest.typescript,https://github.com/Azure/autorest.typescript/blob/main/.github/copilot-instructions.md,1,11,5,0,0,0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,181.0,15.272727272727273,11.0,14.6,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure,terraform-azurerm-avm-res-app-managedenvironment,https://github.com/Azure/terraform-azurerm-avm-res-app-managedenvironment/blob/main/.github/copilot-instructions.md,1,13,20,0,0,0,12.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,7.461538461538462,9.0,3.05,3.5,0.0,0.0,0.0,0.0,0.0,0.0
Azure,azure-storage-fuse,https://github.com/Azure/azure-storage-fuse/blob/main/.github/copilot-instructions.md,1,10,3,0,0,0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,7.0,5.5,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure,terraform-azurerm-avm-res-authorization-roleassignment,https://github.com/Azure/terraform-azurerm-avm-res-authorization-roleassignment/blob/main/.github/copilot-instructions.md,1,13,20,0,0,0,12.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,7.461538461538462,9.0,3.05,3.5,0.0,0.0,0.0,0.0,0.0,0.0
Azure,terraform-azurerm-avm-res-keyvault-vault,https://github.com/Azure/terraform-azurerm-avm-res-keyvault-vault/blob/main/.github/copilot-instructions.md,1,13,20,0,0,0,12.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,7.461538461538462,9.0,3.05,3.5,0.0,0.0,0.0,0.0,0.0,0.0
Azure,azure-rest-api-specs,https://github.com/Azure/azure-rest-api-specs/blob/main/.github/copilot-instructions.md,5,11,5,1,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.6,23.0,16.363636363636363,6.0,25.0,27.0,6.0,6.0,0.0,0.0,0.0,0.0
Azure,typespec-azure,https://github.com/Azure/typespec-azure/blob/main/.github/copilot-instructions.md,1,3,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,3.3333333333333335,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure,dalec,https://github.com/Azure/dalec/blob/main/.github/copilot-instructions.md,1,4,14,0,0,0,4.0,14.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,16.0,15.5,3.5714285714285716,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure,LogicAppsUX,https://github.com/Azure/LogicAppsUX/blob/main/.github/copilot-instructions.md,0,7,12,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.571428571428571,7.0,3.4166666666666665,3.0,4.666666666666667,4.0,0.0,0.0,0.0,0.0
Azure,terraform-azurerm-avm-ptn-alz-management,https://github.com/Azure/terraform-azurerm-avm-ptn-alz-management/blob/main/.github/copilot-instructions.md,1,13,20,0,0,0,12.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,7.461538461538462,9.0,3.05,3.5,0.0,0.0,0.0,0.0,0.0,0.0
Azure,awesome-azd,https://github.com/Azure/awesome-azd/blob/main/.github/copilot-instructions.md,1,12,0,0,0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,93.0,6.583333333333333,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure,terraform-azurerm-avm-res-documentdb-databaseaccount,https://github.com/Azure/terraform-azurerm-avm-res-documentdb-databaseaccount/blob/main/.github/copilot-instructions.md,1,13,20,0,0,0,12.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,7.461538461538462,9.0,3.05,3.5,0.0,0.0,0.0,0.0,0.0,0.0
Azure,azure-sdk-for-js,https://github.com/Azure/azure-sdk-for-js/blob/main/.github/copilot-instructions.md,1,4,3,0,0,0,4.0,3.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,17.5,16.0,11.333333333333334,13.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure,autorest.python,https://github.com/Azure/autorest.python/blob/main/.github/copilot-instructions.md,1,2,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure,AgentBaker,https://github.com/Azure/AgentBaker/blob/main/.github/copilot-instructions.md,1,5,4,0,0,0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,7.2,3.0,4.25,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure,autorest.java,https://github.com/Azure/autorest.java/blob/main/.github/copilot-instructions.md,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure,terraform-azurerm-avm-res-databricks-workspace,https://github.com/Azure/terraform-azurerm-avm-res-databricks-workspace/blob/main/.github/copilot-instructions.md,1,13,20,0,0,0,12.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,7.461538461538462,9.0,3.05,3.5,0.0,0.0,0.0,0.0,0.0,0.0
Azure,fleet,https://github.com/Azure/fleet/blob/main/.github/copilot-instructions.md,1,7,0,0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,9.857142857142858,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure,azure-sdk-for-go,https://github.com/Azure/azure-sdk-for-go/blob/main/.github/copilot-instructions.md,0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure,azure-sdk-for-net,https://github.com/Azure/azure-sdk-for-net/blob/main/.github/copilot-instructions.md,1,3,2,0,0,0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,3.6666666666666665,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure,azure-sdk-for-python,https://github.com/Azure/azure-sdk-for-python/blob/main/.github/copilot-instructions.md,1,5,7,0,0,0,5.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,13.4,10.0,7.571428571428571,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure,azure-dev,https://github.com/Azure/azure-dev/blob/main/.github/copilot-instructions.md,1,9,22,0,0,0,9.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,127.0,13.0,10.0,3.5454545454545454,3.0,0.0,0.0,0.0,0.0,0.0,0.0
facioquo,stock-charts,https://github.com/facioquo/stock-charts/blob/main/.github/copilot-instructions.md,1,11,9,0,0,0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,95.0,7.636363636363637,7.0,3.2222222222222223,3.0,0.0,0.0,0.0,0.0,0.0,0.0
HotCakeX,Harden-Windows-Security,https://github.com/HotCakeX/Harden-Windows-Security/blob/main/.github/copilot-instructions.md,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wled,WLED,https://github.com/wled/WLED/blob/main/.github/copilot-instructions.md,1,8,11,0,0,0,8.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,13.75,12.5,5.454545454545454,5.0,0.0,0.0,0.0,0.0,0.0,0.0
