repository_owner,repository_name,file_url,total_h1,total_h2,total_h3,total_h4,total_h5,total_h6,median_h2_under_h1,median_h3_under_h1,median_h4_under_h1,median_h5_under_h1,median_h6_under_h1,median_h3_under_h2,median_h4_under_h2,median_h5_under_h2,median_h6_under_h2,median_h4_under_h3,median_h5_under_h3,median_h6_under_h3,median_h5_under_h4,median_h6_under_h4,median_h6_under_h5,avg_loc_h1,median_loc_h1,avg_loc_h2,median_loc_h2,avg_loc_h3,median_loc_h3,avg_loc_h4,median_loc_h4,avg_loc_h5,median_loc_h5,avg_loc_h6,median_loc_h6
gyrinx-app,gyrinx,https://github.com/gyrinx-app/gyrinx/blob/main/CLAUDE.md,1,9,19,0,0,0,9.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,152.0,15.777777777777779,7.0,3.6315789473684212,4.0,0.0,0.0,0.0,0.0,0.0,0.0
tommyxchow,frosty,https://github.com/tommyxchow/frosty/blob/main/CLAUDE.md,1,3,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,15.666666666666666,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tumf,grafana-loki-mcp,https://github.com/tumf/grafana-loki-mcp/blob/main/CLAUDE.md,1,6,7,0,0,0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,7.0,4.0,3.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dotCMS,core,https://github.com/dotCMS/core/blob/main/CLAUDE.md,1,8,31,6,0,0,8.0,31.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,162.0,19.25,17.0,3.967741935483871,3.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
jxnl,blog,https://github.com/jxnl/blog/blob/main/CLAUDE.md,1,8,1,0,0,0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,5.625,5.5,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
busser,tfautomv,https://github.com/busser/tfautomv/blob/main/CLAUDE.md,1,4,8,0,0,0,4.0,8.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,17.75,16.0,6.125,4.5,0.0,0.0,0.0,0.0,0.0,0.0
divideprojects,Alita_Robot,https://github.com/divideprojects/Alita_Robot/blob/main/CLAUDE.md,1,10,25,4,0,0,10.0,25.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,209.0,19.7,7.0,6.0,4.0,4.25,4.5,0.0,0.0,0.0,0.0
chanzuckerberg,single-cell-data-portal,https://github.com/chanzuckerberg/single-cell-data-portal/blob/main/CLAUDE.md,1,3,9,0,0,0,3.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,20.666666666666668,25.0,5.777777777777778,4.0,0.0,0.0,0.0,0.0,0.0,0.0
neptaco,mcproc,https://github.com/neptaco/mcproc/blob/main/CLAUDE.md,1,11,24,5,0,0,11.0,24.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,238.0,20.545454545454547,14.0,7.25,4.5,7.2,7.0,0.0,0.0,0.0,0.0
pavini,webhook-listener,https://github.com/pavini/webhook-listener/blob/main/CLAUDE.md,1,7,6,0,0,0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,8.0,5.0,5.166666666666667,4.5,0.0,0.0,0.0,0.0,0.0,0.0
EvolvingLMMs-Lab,lmms-eval,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/main/CLAUDE.md,1,9,0,0,0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,135.0,13.88888888888889,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
redis,agent-memory-server,https://github.com/redis/agent-memory-server/blob/main/CLAUDE.md,1,11,19,0,0,0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,99.0,8.0,7.0,2.5789473684210527,3.0,0.0,0.0,0.0,0.0,0.0,0.0
alestic,abc,https://github.com/alestic/abc/blob/main/CLAUDE.md,1,6,7,0,0,0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,7.5,6.0,1.8571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure,telescope,https://github.com/Azure/telescope/blob/main/CLAUDE.md,1,4,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure,LogicAppsUX,https://github.com/Azure/LogicAppsUX/blob/main/CLAUDE.md,1,4,13,10,0,0,4.0,13.0,10.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,25.5,12.5,6.769230769230769,0.0,3.7,4.0,0.0,0.0,0.0,0.0
Azure,azure-sdk-for-js,https://github.com/Azure/azure-sdk-for-js/blob/main/CLAUDE.md,1,2,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,13.5,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azure,fleet,https://github.com/Azure/fleet/blob/main/CLAUDE.md,1,7,18,0,0,0,7.0,18.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,103.0,13.571428571428571,9.0,3.611111111111111,3.0,0.0,0.0,0.0,0.0,0.0,0.0
sentioxyz,sentio-sdk,https://github.com/sentioxyz/sentio-sdk/blob/main/CLAUDE.md,1,8,15,0,0,0,8.0,15.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,8.75,6.0,2.466666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0
orbitinghail,graft,https://github.com/orbitinghail/graft/blob/main/CLAUDE.md,1,7,3,0,0,0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,7.571428571428571,3.0,4.333333333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0
orbitinghail,splinter-rs,https://github.com/orbitinghail/splinter-rs/blob/main/CLAUDE.md,1,4,4,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,8.25,5.5,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
jakub-k-slys,substack-api,https://github.com/jakub-k-slys/substack-api/blob/main/CLAUDE.md,1,3,8,0,0,0,3.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,17.333333333333332,18.0,4.75,5.0,0.0,0.0,0.0,0.0,0.0,0.0
sspenst,thinky.gg,https://github.com/sspenst/thinky.gg/blob/main/CLAUDE.md,1,2,10,6,0,0,2.0,10.0,6.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,36.0,36.0,6.2,5.0,3.0,3.0,0.0,0.0,0.0,0.0
sapientpants,sonarqube-mcp-server,https://github.com/sapientpants/sonarqube-mcp-server/blob/main/CLAUDE.md,1,7,4,0,0,0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,115.0,15.285714285714286,15.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0
figmentapp,figment,https://github.com/figmentapp/figment/blob/master/CLAUDE.md,1,3,6,0,0,0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,16.333333333333332,5.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0
iBurnApp,iBurn-Android,https://github.com/iBurnApp/iBurn-Android/blob/master/CLAUDE.md,1,3,8,0,0,0,3.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,16.0,3.0,4.875,5.5,0.0,0.0,0.0,0.0,0.0,0.0
AmoyLab,Unla,https://github.com/AmoyLab/Unla/blob/main/CLAUDE.md,1,7,15,0,0,0,7.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,9.428571428571429,6.0,2.6666666666666665,3.0,0.0,0.0,0.0,0.0,0.0,0.0
kobzarvs,3d-tetris,https://github.com/kobzarvs/3d-tetris/blob/main/CLAUDE.md,1,6,5,0,0,0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,10.333333333333334,6.0,6.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0
zwave-js,zwave-js-ui,https://github.com/zwave-js/zwave-js-ui/blob/master/CLAUDE.md,1,5,16,6,0,0,5.0,16.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,154.0,29.6,24.0,7.5,5.0,5.0,5.0,0.0,0.0,0.0,0.0
risingwavelabs,risingwave,https://github.com/risingwavelabs/risingwave/blob/main/CLAUDE.md,1,3,1,0,0,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.6666666666666667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
callstack,react-native-testing-library,https://github.com/callstack/react-native-testing-library/blob/main/CLAUDE.md,1,9,13,0,0,0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,7.444444444444445,4.0,2.769230769230769,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ModerRAS,TelegramSearchBot,https://github.com/ModerRAS/TelegramSearchBot/blob/master/CLAUDE.md,1,6,0,0,0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,3.3333333333333335,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Comfy-Org,desktop,https://github.com/Comfy-Org/desktop/blob/main/CLAUDE.md,1,12,8,0,0,0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,89.0,6.416666666666667,5.0,2.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Comfy-Org,ComfyUI_frontend,https://github.com/Comfy-Org/ComfyUI_frontend/blob/main/CLAUDE.md,1,11,4,0,0,0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,6.0,6.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Comfy-Org,Comfy-PR,https://github.com/Comfy-Org/Comfy-PR/blob/main/CLAUDE.md,1,3,14,0,0,0,3.0,14.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,19.333333333333332,24.0,3.142857142857143,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Comfy-Org,registry-web,https://github.com/Comfy-Org/registry-web/blob/main/CLAUDE.md,1,5,13,0,0,0,5.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,87.0,16.2,18.0,4.6923076923076925,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Comfy-Org,comfy-claude-prompt-library,https://github.com/Comfy-Org/comfy-claude-prompt-library/blob/master/CLAUDE.md,0,16,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4375,11.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
angular-eslint,angular-eslint,https://github.com/angular-eslint/angular-eslint/blob/main/CLAUDE.md,3,7,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.666666666666668,6.0,9.0,5.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0
mcp-agents-ai,mcp-agents-hub,https://github.com/mcp-agents-ai/mcp-agents-hub/blob/main/CLAUDE.md,1,3,13,7,0,0,3.0,13.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,30.0,24.0,5.923076923076923,4.0,4.428571428571429,4.0,0.0,0.0,0.0,0.0
culstrup,fireflies-raycast,https://github.com/culstrup/fireflies-raycast/blob/main/CLAUDE.md,1,7,3,0,0,0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,4.571428571428571,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gprt-org,GPRT,https://github.com/gprt-org/GPRT/blob/master/CLAUDE.md,1,5,9,0,0,0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,14.0,1.0,6.444444444444445,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Helicone,helicone,https://github.com/Helicone/helicone/blob/main/CLAUDE.md,2,14,33,0,0,0,7.0,16.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,7.214285714285714,6.0,1.6363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hu-po,tatbot,https://github.com/hu-po/tatbot/blob/main/CLAUDE.md,1,8,12,0,0,0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,108.0,12.375,9.0,4.583333333333333,2.5,0.0,0.0,0.0,0.0,0.0,0.0
lumen-notes,lumen,https://github.com/lumen-notes/lumen/blob/main/CLAUDE.md,1,4,14,0,0,0,4.0,14.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,16.75,16.5,3.7142857142857144,3.0,0.0,0.0,0.0,0.0,0.0,0.0
slick,slick,https://github.com/slick/slick/blob/main/CLAUDE.md,1,13,43,3,0,0,13.0,43.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,255.0,18.53846153846154,18.0,4.441860465116279,4.0,8.666666666666666,8.0,0.0,0.0,0.0,0.0
cartridge-gg,controller,https://github.com/cartridge-gg/controller/blob/main/CLAUDE.md,1,3,16,0,0,0,3.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,30.666666666666668,30.0,4.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0
cartridge-gg,slot,https://github.com/cartridge-gg/slot/blob/main/CLAUDE.md,1,7,8,0,0,0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,5.714285714285714,5.0,2.375,3.0,0.0,0.0,0.0,0.0,0.0,0.0
cartridge-gg,cainome,https://github.com/cartridge-gg/cainome/blob/main/CLAUDE.md,1,3,21,0,0,0,3.0,21.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,122.0,39.333333333333336,42.0,4.619047619047619,4.0,0.0,0.0,0.0,0.0,0.0,0.0
lacolaco,blog.lacolaco.net,https://github.com/lacolaco/blog.lacolaco.net/blob/main/CLAUDE.md,1,16,1,0,0,0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,256.0,14.9375,14.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
amuta,kumi,https://github.com/amuta/kumi/blob/main/CLAUDE.md,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sourcecodeit,nezuko-crm,https://github.com/sourcecodeit/nezuko-crm/blob/main/CLAUDE.md,1,2,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zapier,zapier-platform,https://github.com/zapier/zapier-platform/blob/main/CLAUDE.md,1,2,2,0,0,0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,6.5,6.5,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
lancegoyke,fitness-store,https://github.com/lancegoyke/fitness-store/blob/main/CLAUDE.md,1,6,14,0,0,0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,9.166666666666666,6.5,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
SethRobinson,UGTLive,https://github.com/SethRobinson/UGTLive/blob/main/CLAUDE.md,1,2,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plastic-labs,honcho,https://github.com/plastic-labs/honcho/blob/main/CLAUDE.md,2,4,12,3,0,0,2.0,6.0,1.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,47.5,22.5,21.0,5.916666666666667,5.5,4.666666666666667,4.0,0.0,0.0,0.0,0.0
kajidog,mcp-tts-voicevox,https://github.com/kajidog/mcp-tts-voicevox/blob/main/CLAUDE.md,1,2,15,0,0,0,2.0,15.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,159.0,78.0,78.0,9.333333333333334,10.0,0.0,0.0,0.0,0.0,0.0,0.0
openSVM,osvm-cli,https://github.com/openSVM/osvm-cli/blob/main/CLAUDE.md,1,18,26,0,0,0,18.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,263.0,13.555555555555555,10.5,3.3076923076923075,0.5,0.0,0.0,0.0,0.0,0.0,0.0
RawkodeAcademy,RawkodeAcademy,https://github.com/RawkodeAcademy/RawkodeAcademy/blob/main/CLAUDE.md,1,4,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liam-hq,liam,https://github.com/liam-hq/liam/blob/main/CLAUDE.md,1,4,11,3,0,0,4.0,11.0,3.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,14.25,13.0,3.5454545454545454,3.0,3.0,3.0,0.0,0.0,0.0,0.0
hikettei,Caten,https://github.com/hikettei/Caten/blob/main/CLAUDE.md,1,12,20,0,0,0,12.0,20.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,135.0,10.25,9.0,4.05,4.0,0.0,0.0,0.0,0.0,0.0,0.0
buger,probe,https://github.com/buger/probe/blob/main/CLAUDE.md,1,8,13,0,0,0,8.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,97.0,10.875,7.0,5.153846153846154,5.0,0.0,0.0,0.0,0.0,0.0,0.0
lingodotdev,lingo.dev,https://github.com/lingodotdev/lingo.dev/blob/main/CLAUDE.md,1,3,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
devill,refakts,https://github.com/devill/refakts/blob/main/CLAUDE.md,1,11,10,0,0,0,11.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,97.0,7.7272727272727275,8.0,3.8,3.5,0.0,0.0,0.0,0.0,0.0,0.0
xlnfinance,xln,https://github.com/xlnfinance/xln/blob/main/CLAUDE.md,2,17,34,0,0,0,8.5,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.5,158.5,17.352941176470587,13.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
exceptionraiser,vscode-string-manipulation,https://github.com/exceptionraiser/vscode-string-manipulation/blob/master/CLAUDE.md,1,2,8,0,0,0,2.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,20.5,20.5,4.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0
ragnarok22,telegram-bot-api-docker,https://github.com/ragnarok22/telegram-bot-api-docker/blob/main/CLAUDE.md,1,3,11,0,0,0,3.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,15.333333333333334,17.0,3.090909090909091,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ragnarok22,gsmart,https://github.com/ragnarok22/gsmart/blob/main/CLAUDE.md,1,6,7,0,0,0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,7.833333333333333,5.5,3.857142857142857,4.0,0.0,0.0,0.0,0.0,0.0,0.0
imfing,hextra,https://github.com/imfing/hextra/blob/main/CLAUDE.md,1,6,18,0,0,0,6.0,18.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,13.166666666666666,16.5,3.3333333333333335,3.5,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,poml,https://github.com/microsoft/poml/blob/main/CLAUDE.md,1,8,15,0,0,0,8.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,9.875,6.0,3.2666666666666666,4.0,0.0,0.0,0.0,0.0,0.0,0.0
metowolf,vCards,https://github.com/metowolf/vCards/blob/master/CLAUDE.md,1,9,16,0,0,0,9.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,91.0,9.0,10.0,3.3125,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Wei-Shaw,claude-relay-service,https://github.com/Wei-Shaw/claude-relay-service/blob/main/CLAUDE.md,1,4,11,5,0,0,4.0,11.0,5.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,148.0,35.5,36.5,11.818181818181818,5.0,7.0,8.0,0.0,0.0,0.0,0.0
lollipopkit,flutter_server_box,https://github.com/lollipopkit/flutter_server_box/blob/main/CLAUDE.md,1,2,9,0,0,0,2.0,9.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,34.5,34.5,6.555555555555555,5.0,0.0,0.0,0.0,0.0,0.0,0.0
rocketship-ai,rocketship,https://github.com/rocketship-ai/rocketship/blob/main/CLAUDE.md,1,11,18,0,0,0,11.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,159.0,13.272727272727273,8.0,4.444444444444445,2.5,0.0,0.0,0.0,0.0,0.0,0.0
jdx,mise,https://github.com/jdx/mise/blob/main/CLAUDE.md,1,4,17,0,0,0,4.0,17.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,116.0,27.75,24.5,5.529411764705882,4.0,0.0,0.0,0.0,0.0,0.0,0.0
entira,archi-mcp,https://github.com/entira/archi-mcp/blob/main/CLAUDE.md,1,13,14,1,0,0,13.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,110.0,7.461538461538462,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yosshi4486,EmojiPickerViewController,https://github.com/yosshi4486/EmojiPickerViewController/blob/main/CLAUDE.md,1,6,2,0,0,0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,3.0,1.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0
the-guild-org,polen,https://github.com/the-guild-org/polen/blob/main/CLAUDE.md,7,14,26,3,0,0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.285714285714285,22.0,11.0,4.0,3.8461538461538463,2.5,0.0,0.0,0.0,0.0,0.0,0.0
pomerium,mcp-app-demo,https://github.com/pomerium/mcp-app-demo/blob/main/CLAUDE.md,1,9,11,0,0,0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,6.666666666666667,4.0,3.090909090909091,3.0,0.0,0.0,0.0,0.0,0.0,0.0
BjornMelin,mcp-search-hub,https://github.com/BjornMelin/mcp-search-hub/blob/main/CLAUDE.md,1,7,15,7,0,0,7.0,15.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,146.0,19.714285714285715,14.0,7.066666666666666,2.0,4.142857142857143,3.0,0.0,0.0,0.0,0.0
lbds137,tzurot,https://github.com/lbds137/tzurot/blob/main/CLAUDE.md,1,19,39,0,0,0,19.0,39.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,313.0,15.263157894736842,15.0,4.358974358974359,4.0,0.0,0.0,0.0,0.0,0.0,0.0
syntaxfm,website,https://github.com/syntaxfm/website/blob/main/CLAUDE.md,1,6,22,0,0,0,6.0,22.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,108.0,16.833333333333332,19.5,3.590909090909091,4.0,0.0,0.0,0.0,0.0,0.0,0.0
